199701,0
199702,0
199703,0
199704,0
199705,0
199706,0
199707,0
199708,0
199709,0
199710,0
199711,0
199712,2
199801,0
199802,2
199803,0
199804,1
199805,0
199806,0
199807,0
199808,0
199809,0
199810,0
199811,0
199812,0
199901,0
199902,0
199903,0
199904,0
199905,0
199906,0
199907,0
199908,0
199909,0
199910,1
199911,0
199912,1
200001,0
200002,0
200003,0
200004,0
200005,0
200006,0
200007,0
200008,0
200009,2
200010,0
200011,0
200012,0
200101,1
200102,1
200103,0
200104,0
200105,0
200106,2
200107,0
200108,0
200109,0
200110,0
200111,0
200112,0
200201,1
200202,0
200203,0
200204,0
200205,1
200206,0
200207,0
200208,0
200209,0
200210,0
200211,1
200212,1
200301,0
200302,0
200303,0
200304,0
200305,0
200306,0
200307,0
200308,0
200309,0
200310,3
200311,1
200312,3
200401,0
200402,0
200403,0
200404,1
200405,0
200406,0
200407,0
200408,0
200409,0
200410,0
200411,0
200412,1
200501,0
200502,0
200503,0
200504,0
200505,0
200506,1
200507,1
200508,1
200509,1
200510,0
200511,0
200512,0
200601,1
200602,0
200603,0
200604,0
200605,0
200606,0
200607,0
200608,1
200609,0
200610,0
200611,0
200612,1
200701,1
200702,0
200703,0
200704,0
200705,0
200706,1
200707,3
200708,9
200709,3
200710,1
200711,7
200712,3
200801,91
200802,84
200803,69
200804,82
200805,86
200806,7
200807,71
200808,89
200809,79
200810,78
200811,87
200812,76
200901,9
200902,65
200903,79
200904,74
200905,71
200906,99
200907,69
200908,76
200909,81
200910,71
200911,58
200912,64
201001,71
201002,61
201003,87
201004,56
201005,77
201006,8
201007,55
201008,79
201009,7
201010,71
201011,59
201012,66
201101,71
201102,77
201103,71
201104,68
201105,73
201106,67
201107,61
201108,9
201109,73
201110,79
201111,71
201112,76
201201,78
201202,79
201203,91
201204,77
201205,92
201206,92
201207,95
201208,96
201209,98
201210,126
201211,121
201212,72
201301,94
201302,89
201303,94
201304,84
201305,95
201306,88
201307,88
201308,94
201309,93
201310,85
201311,98
201312,83
201401,101
201402,95
201403,111
201404,79
201405,113
201406,9
201407,97
201408,99
201409,103
201410,106
201411,11
201412,95
201501,11
201502,96
201503,113
201504,95
201505,102
201506,116
201507,105
201508,114
201509,95
201510,122
201511,108
201512,94
201601,1
201602,97
201603,74
201604,0
201605,0
201606,0
201607,0
201608,0
201609,0
201610,0
201611,0
201612,0
