forbrugerombudsmand,-1
fup|fuppe,-1
spritdom,-1
udskydelse,-1
budgetfifleri,-1
udhuling,-1
opreklamere|opreklameret,-1
pokerspil,-1
hovsa-politik,-1
fidus,-1
løje|lyve,-1
tåre,-1
græde,-1
sympatisk,1
livskraft,1
nxjagtighed,1
tilfredsse,1
ro,1
jobskabelse,1
