forløbe|forløben,0,
ministeriel,0,
solidarisk,1,
endelig|endeligt,0,
forsigtig,0,
kollektiv,0,
baltisk,0,
spansk,0,
risikovillig,0,
,,
sund|sunde,1,
,,
juridisk,0,
teknisk,0,
hiv-smittet,0,
ubeskyttet,-1,
velbehandlet,1,
skadelig,-1,
tidssvarende,1,
tamilsk,0,
humanitær,0,
uforstående,-1,
hidsig,-1,
fremtræde|fremtrædende,0,
påpasselig,0,
venstreorienteret,0,
magtfuld,1,
regulær,0,
empirisk,0,
abstrakt,0,
frygtelig,-1,
udefrakommende,0,
indflydelsepå,0,
ked|kede,-1,
urigtig,-1,
heldig,1,
journalistisk,0,
omhyggelig,1,
sindssyg,0,
komplicere|kompliceret,0,
menig,0,
skøn|skønne,0,
værdiladet,0,
oversaglig,0,
selvkritisk,0,
kolossal,0,
rar,1,
selvregulerende,1,
metodologisk,1,
alternativ,0,
keynesiansk,0,
statistisk,0,
velbegrundet,1,
uaktuel,-1,
fleksibel,1,
sideløbende,0,
teoretisk,0,
lavpraktisk,-1,
usædvanlig,0,
gratis,0,
sjov,1,
hidtidig,0,
midterst,0,
ensbetydende,0,
indre,0,
kortuddannet,0,
usund,-1,
fortrinsvis,0,
nem,1,
niårig,0,
syvårig,0,
irakisk,0,
formativ,0,
voldsramt,-1,
nordlig,0,
irakisk-turkmensk,0,
børnepsykiatrisk,0,
neurologisk,0,
socialpædagogisk,0,
behandlingskrævende,0,
helbredsmæssig,0,
sådan,0,
familiemiljø,0,
turkmensk,0,
samtlige,0,
tydeliggøre,0,
rannveig,0,
formentlig,0,
menneskelig,0,
indvandringsregulere,0,
lovligt,1,
uuddannet,0,
umiddelbar,0,
underliggende,0,
mas,-1,
spænde|spændende,1,
kedelig,-1,
uheldig,-1,
forhenværende,0,
nær|nære,0,
orange,0,
velstillet,1,
finanslovforlig,0,
brugbar,1,
håbløs,-1,
groteske|grotesk,-1,
enkel,0,
vågen,0,
langsommelig,0,
følsom,0,
omfangsrig,0,
ressourcekrævende,-1,
små,0,
velfærds-model,0,
drastisk,0,
rædselsslagen,-1,
nordisk,0,
universel,0,
velfærds-princip,1,
kraftig,0,
uigennemskuelig,-1,
skidt|skide,-1,
stadig,0,
spontan,0,
57-årig,0,
venlig,1,
syrisk,0,
jobansvarlig,0,
moderat,1,
uorganiseret,-1,
stråle|strålende,1,
stiv|stive,0,
nyankommen,0,
arabisk,0,
hjemmegående,0,
slagfærdig,1,
utryg,-1,
skeptisk,0,
bagest,0,
aflang,0,
værd,0,
kræsen,0,
lavtlønnet,0,
genoptjeningskrav,0,
ganske,0,
tom|tomme,0,
besværlig,-1,
overenskomststridig,-1,
online,0,
omsonst,-1,
utilfreds,-1,
tåbelig,-1,
vanvittig,-1,
bureaukratisk,0,
smidig,1,
maksimal,0,
uberettiget,-1,
kinesisk,0,
utilpasset,-1,
adfærdsvanskelig,-1,
ustyrlig,-1,
professionel,0,
psykologisk,0,
voldelig,-1,
hjemlig,0,
aggressiv,-1,
beklagelig,-1,
helhedsorienteret,0,
27-årig,0,
mangelfuld,-1,
kende,0,
gennemgribende,0,
konkurrencedygtig,1,
gængs,0,
profitabel,1,
underlig,0,
todelt,0,
makroøkonomisk,0,
perifer,0,
upræcis,-1,
sur|surre,-1,
kontroversiel,-1,
irrelevant,-1,
opsigtsvækkende,0,
liden,0,
flatterende,1,
tilfældig,0,
gift|gifte,0,
publicistisk,0,
klokkeklar,0,
uvildig,0,
tryg,1,
betrygge|betryggende,1,
kyndig,1,
fedt|fedte|fedtet,0,
energipolitisk,0,
lodret,0,
overfladisk,0,
dum|dumme,-1,
afghansk,0,
uenigdansk,0,
horribel,-1,
farlig,-1,
død|døde|dø,0,
ustabil,-1,
islamisk,0,
23-årig,0,
yderligtgående,-1,
muslimsk,0,
svensk,0,
25-årig,0,
skandaløstdansk,0,
kritisabel,-1,
operativ,0,
delikat,0,
rædselsfuld,-1,
besked|beskeden,0,
brutal,-1,
elektrisk,0,
objektiv,1,
nederst,0,
smertefuld,-1,
timevis,0,
sydøstlig,0,
udenrigspolitisk,0,
udenrigsøkonomisk,0,
fremme|fremmed,0,
mellemfolkelig,0,
afstå,0,
autonom,0,
specifik,0,
subjektiv,0,
dansktalende,0,
fejlagtig,-1,
grov,-1,
harmløs,1,
afs,0,
17-årig,0,
lette|let,1,
opvokset|opvokse,0,
skyhøj,0,
misforstå,0,
nemme|nem,0,
vietnamesisk,0,
vidtrækkende,0,
tyrkisk,0,
finsk,0,
islandsk,0,
pakistansk,0,
erfaringsmæssig,0,
massiv,0,
velintegreret,1,
synd|synde,-1,
sjuskefejl?måske,0,
banal,-1,
rumænsk,0,
presseansvarlig,0,
fremmed,0,
fordækt,-1,
indgribe,0,
retslig,0,
legitim,1,
tragisk,-1,
sølle,-1,
ussel,-1,
kostelig,-1,
samisk,0,
årelang,0,
antiautoritær,0,
højtidelig,0,
komisk,0,
betingelsesløs,0,
kulturel,0,
ivrig,0,
uudslettelig,1,
ydre,0,
freelance,0,
folkelig,1,
fremmedartet,0,
klassisksproglig,0,
højtuddannet,0,
forunderlig,0,
39-årig,0,
billig|billige,0,
treværelses,0,
nærliggende,0,
enestående,0,
jævne|jævn,0,
herlig,1,
tør,0,
hellig|hellige,0,
åndelig,0,
sympatisk,1,
kristen|kristne,0,
brun,0,
talrig,0,
hebraisk,0,
beskeden,1,
lyserød,0,
højrøstet,0,
skæv,0,
hvidklædt,0,
almennyttig,1,
udenbys,0,
orientalsk,0,
stiv,0,
kæmpemæssig,0,
kortvarig,0,
fed|fede,0,
demonstrativ,0,
må|måtte,0,
stejl,0,
sundhedsskadelig,-1,
fedt|fedte|fed,0,
kronisk,0,
genetisk,0,
arvelig,0,
cystisk,0,
tilpas|tilpasse,0,
eftertænksom,1,
sen|sene,0,
bemærkelsesværdig,0,
skægget,0,
repræsentationsbolig,0,
prominent,0,
åbenlys,0,
62-årig,0,
forrest,0,
nyvælge,0,
forsvarsforligpå,0,
kvart,0,
gynækologisk,0,
forestående|forestå,0,
gavnlig,1,
fossil,0,
epokegørende,1,
bæredygtig,1,
selvforsynende,1,
hastig,0,
frembryde,0,
vestere,0,
samt,0,
voksen,0,
økologisk,0,
diverse,0,
selvbygget,0,
lugtfri,1,
sydfynsk,0,
varm,1,
græsrodspolitisk,0,
vidensbaseret,1,
raffineret|raffinere,1,
tilsneet,0,
flot|flotte,1,
oliebaseret,0,
rigelig,1,
lettilgængelig,1,
tynd|tynde,0,
selvberoende,0,
modstandsdygtig,1,
nøgen,0,
nyplante|nyplantet,0,
fejø,0,
hjemmedyrket,0,
udsolgt|udsælge,0,
unik,0,
humanistisk,0,
dejlig,1,
koreansk,0,
overskuelig,1,
vestlig,0,
menneskevenlig,1,
ulandsby,0,
flade|flad,0,
retorisk,0,
ideologisk,0,
betændt,-1,
klækkelig,0,
lovlydig,1,
ubeskattet,0,
gavmild,1,
saglig,1,
hjemkommen,0,
illegal,-1,
skattefri,0,
generøs,1,
urolig,-1,
sydlig,0,
skæve|skæv,0,
lavtlønn,0,
afbalancere|afbalanceret,1,
pervers,-1,
dansk-iransk,0,
nydansk,0,
tålmodig,1,
mørke|mørk,0,
glatbarberet,0,
forkromet,-1,
veldefineret,1,
sociologisk,0,
albansk,0,
iransk,0,
hæsblæsende,0,
brun|brune,0,
falsk,-1,
tyk,0,
ekstatisk,1,
aldrig,0,
produkt»altse,0,
afroamerikansk,0,
trang,0,
polysemisk,0,
farveløs,0,
åndshegemonipå,0,
universalistisk,0,
tværnational,0,
ærge,-1,
symbolsk,0,
ydmyg|ydmyge,-1,
føderal,0,
nordirakisk,0,
homogen,0,
uofficiel,0,
fortrøstningsfuld,1,
antidepressiv,0,
ansvarshavende,0,
udenforstående,0,
besynderlig,0,
upåvirket,0,
spøjs,0,
mild,1,
halvanden,0,
palæstinensisk,0,
aldrende,0,
gerontologisk,0,
hyppig,0,
ur-mandlig,0,
evolutionsbiologisk,0,
uafvendelig,0,
kønnet,0,
deprimere|deprimeret,-1,
diffus,0,
antropologisk,0,
spirituel,0,
opadgående,0,
postmoderne,0,
geografisk,0,
uløselig,-1,
kropslig,0,
blid,1,
trafikere|trafikeret,0,
hektisk,0,
guddommelig,0,
nativ,0,
forlede|forleden,0,
jævnbyrdig,0,
holdbar,1,
stedfortrædende,0,
kugleskør,-1,
radikale,0,
omgående|omgå,0,
landsskadelig,-1,
tysk,0,
gal|gale,-1,
skaldet,0,
